city,applicant,applicant_type_rough,patents,rank_baseline
七台河,王乃时,likely_individual,3,1
七台河,魏熙臣,likely_individual,3,2
七台河,王安,likely_individual,2,3
七台河,王福春,likely_individual,2,4
七台河,邱延海,likely_individual,2,5
七台河,七台河电业局,other_org_or_unclear,1,6
七台河,侯志敏,likely_individual,1,7
七台河,勃利县恒气炉制造厂,firm,1,8
七台河,勃利县森清能源开发有限公司,firm,1,9
七台河,史兴海,likely_individual,1,10
七台河,吴志环,likely_individual,1,11
七台河,吴长明,likely_individual,1,12
七台河,周利臣,likely_individual,1,13
七台河,夏鑫宇,likely_individual,1,14
七台河,姚勇,likely_individual,1,15
七台河,孙朝启,likely_individual,1,16
七台河,张宏昌,likely_individual,1,17
七台河,张辉,likely_individual,1,18
七台河,戴振伟,likely_individual,1,19
七台河,朱文强,likely_individual,1,20
万宁,中国医学科学院药用植物研究所海南分所,research_institute,7,1
万宁,中国热带农业科学院香料饮料研究所,research_institute,7,2
万宁,海南省兴隆华侨农场咖啡厂,firm,2,3
万宁,谭永福,likely_individual,2,4
万宁,段世荣,likely_individual,1,5
万宁,符施春,likely_individual,1,6
三亚,三亚市南繁科学技术研究院,research_institute,6,1
三亚,陈跃明,likely_individual,5,2
三亚,中国水产科学研究院南海水产研究所热带水产研究开发中心,research_institute,3,3
三亚,蔡春生,likely_individual,3,4
三亚,海南海德热带农业资源研究所有限公司,firm,2,5
三亚,三亚海润珠宝有限公司,firm,1,6
三亚,三亚百泰微纳生物工程有限公司,firm,1,7
三亚,孙元斌,likely_individual,1,8
三亚,李建权,likely_individual,1,9
三亚,海南瑞泽新型建材股份有限公司,firm,1,10
三亚,王德福,likely_individual,1,11
三亚,益科博能源设备(三亚)有限公司,firm,1,12
三亚,辛力学,likely_individual,1,13
三亚,陈宏,likely_individual,1,14
三亚,黄元卓,likely_individual,1,15
三明,智胜化工股份有限公司,firm,10,1
三明,福建海峡科化股份有限公司,firm,7,2
三明,三明华健生物工程有限公司,firm,6,3
三明,福建省麦丹生物集团有限公司,firm,5,4
三明,黄必录,likely_individual,5,5
三明,健盛食品股份有限公司,firm,4,6
三明,沙县宏盛塑料有限公司,firm,4,7
三明,福建三钢闽光股份有限公司,firm,4,8
三明,福建省汉堂生物制药股份有限公司,firm,4,9
三明,绿田(福建)食品有限公司,firm,4,10
三明,三明学院,university_or_college,3,11
三明,刘闽龙,likely_individual,3,12
三明,杨明杰,likely_individual,3,13
三明,福建华橡自控技术股份有限公司,firm,3,14
三明,福建环科化工橡胶集团有限公司,firm,3,15
三明,福建铙山纸业集团有限公司,firm,3,16
三明,罗云,likely_individual,3,17
三明,郑承煜,likely_individual,3,18
三明,三明市海斯福化工有限责任公司,firm,2,19
三明,三明市鑫兴食品有限公司,firm,2,20
三门峡,灵宝市金源矿业有限责任公司,firm,23,1
三门峡,河南中原黄金冶炼厂有限责任公司,firm,10,2
三门峡,王延玲,likely_individual,9,3
三门峡,河南省电力公司三门峡供电公司,firm,6,4
三门峡,三门峡市峡威化工有限公司,firm,4,5
三门峡,河南容安热工新材料有限公司,firm,4,6
三门峡,潘治宇,likely_individual,4,7
三门峡,刘宏建,likely_individual,3,8
三门峡,河南孟成生物药业股份有限公司,firm,3,9
三门峡,河南省湖滨果品加工新技术研究院,research_institute,3,10
三门峡,灵宝市电业局,other_org_or_unclear,3,11
三门峡,灵宝黄金股份有限公司,firm,3,12
三门峡,王安劳,likely_individual,3,13
三门峡,薛辉,likely_individual,3,14
三门峡,三门峡奥科化工有限公司,firm,2,15
三门峡,三门峡市新仰韶合成料有限公司,firm,2,16
三门峡,三门峡豫鑫路桥工程有限责任公司,firm,2,17
三门峡,三门峡赛诺维制药有限公司,firm,2,18
三门峡,三门峡龙飞生物工程有限公司,firm,2,19
三门峡,冯雨田,likely_individual,2,20
上海,上海交通大学,university_or_college,3121,1
上海,中芯国际集成电路制造(上海)有限公司,firm,1948,2
上海,上海大学,university_or_college,1578,3
上海,复旦大学,university_or_college,1511,4
上海,东华大学,university_or_college,1502,5
上海,同济大学,university_or_college,1353,6
上海,华东理工大学,university_or_college,1070,7
上海,宝山钢铁股份有限公司,firm,839,8
上海,上海华虹NEC电子有限公司,firm,745,9
上海,华东师范大学,university_or_college,574,10
上海,上海贝尔股份有限公司,firm,514,11
上海,上海宏力半导体制造有限公司,firm,501,12
上海,上海理工大学,university_or_college,482,13
上海,中国科学院上海微系统与信息技术研究所,research_institute,458,14
上海,中国科学院上海硅酸盐研究所,research_institute,445,15
上海,上海微电子装备有限公司,firm,436,16
上海,中国科学院上海光学精密机械研究所,research_institute,364,17
上海,上海应用技术学院,university_or_college,337,18
上海,中国人民解放军第二军医大学,university_or_college,335,19
上海,上海工程技术大学,university_or_college,308,20
上饶,邓学峰,likely_individual,16,1
上饶,金雹峰,likely_individual,8,2
上饶,吴赣英,likely_individual,7,3
上饶,上饶旭日冶炼厂,firm,4,4
上饶,晶科能源有限公司,firm,4,5
上饶,杨文波,likely_individual,4,6
上饶,凤凰光学股份有限公司,firm,3,7
上饶,刘奇,likely_individual,3,8
上饶,占丰存,likely_individual,3,9
上饶,江西圣达威电工材料有限公司,firm,3,10
上饶,胡本和,likely_individual,3,11
上饶,上饶市天佳新型材料有限公司,firm,2,12
上饶,上饶师范学院,university_or_college,2,13
上饶,余正栋,likely_individual,2,14
上饶,倪国梁,likely_individual,2,15
上饶,刘少云,likely_individual,2,16
上饶,占志波,likely_individual,2,17
上饶,朱裕前,likely_individual,2,18
上饶,杨玉梁,likely_individual,2,19
上饶,柳清高,likely_individual,2,20
东方,徐壹一,likely_individual,3,1
东方,周伯霖,likely_individual,1,2
东莞,东莞宏威数码机械有限公司,firm,191,1
东莞,汪晋强,likely_individual,151,2
东莞,王嘉兴,likely_individual,136,3
东莞,广东生益科技股份有限公司,firm,107,4
东莞,东莞宇龙通信科技有限公司,firm,90,5
东莞,何云,likely_individual,79,6
东莞,王莉,likely_individual,77,7
东莞,东莞新能源科技有限公司,firm,74,8
东莞,富港电子(东莞)有限公司,firm,68,9
东莞,东莞勤上光电股份有限公司,firm,57,10
东莞,何侠,likely_individual,51,11
东莞,东莞市步步高家用电器有限公司,firm,41,12
东莞,广东易事特电源股份有限公司,firm,40,13
东莞,东莞市万丰纳米材料有限公司,firm,39,14
东莞,东莞理工学院,university_or_college,36,15
东莞,陈慧婷,likely_individual,36,16
东莞,马艳荣,likely_individual,36,17
东莞,东莞市飞新达精密机械科技有限公司,firm,35,18
东莞,谢善情,likely_individual,33,19
东莞,东莞万士达液晶显示器有限公司,firm,32,20
东营,中国石油大学(华东),university_or_college,234,1
东营,中国石化集团胜利石油管理局钻井工艺研究院,research_institute,40,2
东营,中国石油化工股份有限公司胜利油田分公司采油工艺研究院,firm,34,3
东营,信义集团公司,firm,27,4
东营,李华玉,likely_individual,26,5
东营,山东万得福实业集团有限公司,firm,25,6
东营,胜利油田高原石油装备有限责任公司,firm,23,7
东营,胜利油田胜利动力机械集团有限公司,firm,22,8
东营,垦利三合新材料科技有限责任公司,firm,17,9
东营,白霞,likely_individual,17,10
东营,胜利油田胜利工程设计咨询有限责任公司,firm,17,11
东营,东营市正汉海洋食品有限公司,firm,15,12
东营,张金凤,likely_individual,12,13
东营,韩燕,likely_individual,12,14
东营,胜利油田胜利勘察设计研究院有限公司,firm,11,15
东营,东营方圆有色金属有限公司,firm,10,16
东营,中国石化集团胜利石油管理局,firm,10,17
东营,岳学旺,likely_individual,10,18
东营,李富祥,likely_individual,10,19
东营,胜利油田新大管业科技发展有限责任公司,firm,10,20
中卫,中冶美利纸业股份有限公司,firm,10,1
中卫,宁夏明欣生物制品有限公司,firm,2,2
中卫,宁夏香山酒业(集团)有限公司,firm,2,3
中卫,郭金龙,likely_individual,2,4
中卫,高永宏,likely_individual,2,5
中卫,中冶美利纸业集团有限公司,firm,1,6
中卫,刘金钊,likely_individual,1,7
中卫,宁夏万隆新材料有限公司,firm,1,8
中卫,宁夏中卫大河机床有限责任公司,firm,1,9
中卫,宁夏中宁县早康枸杞开发有限公司,firm,1,10
中卫,宁夏茂弘浆纸化学品有限公司,firm,1,11
中卫,张爱平,likely_individual,1,12
中卫,王自贵,likely_individual,1,13
中卫,马建华,likely_individual,1,14
中卫,黄博,likely_individual,1,15
中山,李耀强,likely_individual,55,1
中山,雷先鸣,likely_individual,55,2
中山,中山市奥美森工业有限公司,firm,45,3
中山,李运乃,likely_individual,37,4
中山,中山大洋电机股份有限公司,firm,33,5
中山,广东三和管桩有限公司,firm,32,6
中山,广东三和化工科技有限公司,firm,25,7
中山,中山伟强科技有限公司,firm,20,8
中山,电子科技大学中山学院,university_or_college,20,9
中山,广东铁将军防盗设备有限公司,firm,19,10
中山,广东通宇通讯设备有限公司,firm,17,11
中山,麦广树,likely_individual,16,12
中山,TCL空调器(中山)有限公司,firm,15,13
中山,中山火炬职业技术学院,university_or_college,14,14
中山,国碁电子(中山)有限公司,firm,14,15
中山,广东电网公司中山供电局,firm,14,16
中山,顾永洪,likely_individual,14,17
中山,中山华帝燃具股份有限公司,firm,13,18
中山,中山建华管桩有限公司墙体材料分公司,firm,13,19
中山,中山爱科数字科技有限公司,firm,13,20
临夏回族自治州,牛赫铖,likely_individual,9,1
临夏回族自治州,甘肃省电力公司刘家峡水电厂,firm,5,2
临夏回族自治州,临夏州华夏乳品有限责任公司,firm,4,3
临夏回族自治州,临夏州云江生态实业有限责任公司,firm,2,4
临夏回族自治州,临夏市清河源清真食品有限责任公司,firm,2,5
临夏回族自治州,甘肃宏良皮业股份有限公司,firm,2,6
临夏回族自治州,刘明义,likely_individual,1,7
临夏回族自治州,和政县华龙乳制品有限公司,firm,1,8
临夏回族自治州,师向东,likely_individual,1,9
临夏回族自治州,杨雨虹,likely_individual,1,10
临夏回族自治州,石喆,likely_individual,1,11
临夏回族自治州,罗守国,likely_individual,1,12
临夏回族自治州,胡宝衡,likely_individual,1,13
临夏回族自治州,金瑞龙,likely_individual,1,14
临夏回族自治州,马吉利斯,likely_individual,1,15
临汾,张成赟,likely_individual,36,1
临汾,张雷,likely_individual,35,2
临汾,郝俊峰,likely_individual,20,3
临汾,王向东,likely_individual,15,4
临汾,郝亮,likely_individual,15,5
临汾,董云,likely_individual,14,6
临汾,吴彦勇,likely_individual,13,7
临汾,山西师范大学,university_or_college,12,8
临汾,韩俊峰,likely_individual,12,9
临汾,侯马市模范机械制造有限公司,firm,11,10
临汾,左霖,likely_individual,8,11
临汾,李仁,likely_individual,8,12
临汾,李振宇,likely_individual,8,13
临汾,山西平阳重工机械有限责任公司,firm,7,14
临汾,山西飞虹激光科技有限公司,firm,7,15
临汾,张慧琴,likely_individual,7,16
临汾,山西光宇半导体照明有限公司,firm,6,17
临汾,山西汤荣机械制造股份有限公司,firm,6,18
临汾,步新源,likely_individual,6,19
临汾,武征杰,likely_individual,6,20
临沂,鲁南制药集团股份有限公司,firm,119,1
临沂,山东金正大生态工程股份有限公司,firm,95,2
临沂,山东新时代药业有限公司,firm,57,3
临沂,山东罗欣药业股份有限公司,firm,49,4
临沂,山东宏艺科技股份有限公司,firm,23,5
临沂,山东阜丰生物科技开发有限公司,firm,23,6
临沂,张超,likely_individual,12,7
临沂,山东新港企业集团有限公司,firm,11,8
临沂,陈锋,likely_individual,10,9
临沂,施可丰化工股份有限公司,firm,9,10
临沂,胡顺珍,likely_individual,9,11
临沂,丁相军,likely_individual,8,12
临沂,刘新才,likely_individual,8,13
临沂,山东卡特重工有限公司,firm,8,14
临沂,山东圣威新能源有限公司,firm,8,15
临沂,贾秉成,likely_individual,8,16
临沂,山东华盛农业药械股份有限公司,firm,7,17
临沂,张立省,other_org_or_unclear,7,18
临沂,徐尉,likely_individual,7,19
临沂,李进民,likely_individual,7,20
临沧,苏玉林,likely_individual,5,1
临沧,云南临沧鑫圆锗业股份有限公司,firm,4,2
临沧,云南博尚高岭科技股份有限公司,firm,4,3
临沧,云南天鸿高岭矿业有限公司,firm,2,4
临沧,石定柱,likely_individual,2,5
临沧,云南澜沧江啤酒企业(集团)有限公司,firm,1,6
临沧,凤庆香竹箐古茶有限责任公司,firm,1,7
临沧,字德正,likely_individual,1,8
临沧,安厚才,likely_individual,1,9
临沧,徐华勤,likely_individual,1,10
临沧,施明祝,likely_individual,1,11
临沧,杨绍林,likely_individual,1,12
临沧,梅根全,likely_individual,1,13
临沧,毕会军,likely_individual,1,14
临沧,王胜阳,likely_individual,1,15
临高县,林飞,likely_individual,7,1
临高县,王定豪,likely_individual,3,2
丹东,丹东东方测控技术有限公司,firm,24,1
丹东,丹东奥龙射线仪器有限公司,firm,20,2
丹东,丹东克隆集团有限责任公司,firm,16,3
丹东,辽宁恒星精细化工(集团)有限公司,firm,14,4
丹东,辽宁曙光汽车集团股份有限公司,firm,11,5
丹东,东港市慧海海洋生物科技开发有限公司,firm,10,6
丹东,于文祥,likely_individual,9,7
丹东,东港市低压电器附件厂,firm,8,8
丹东,辽东学院,university_or_college,8,9
丹东,辽宁恒星精细化工有限公司,firm,8,10
丹东,丹东北方环保工程有限公司,firm,6,11
丹东,辽宁精化科技有限公司,firm,6,12
丹东,丹东华通测控有限公司,firm,5,13
丹东,丹东太智厨房设备有限公司,firm,5,14
丹东,罗毅,likely_individual,5,15
丹东,辽宁广天食品有限公司,firm,5,16
丹东,东港市东方高新金属材料有限公司,firm,4,17
丹东,丹东华日理学电气有限公司,firm,4,18
丹东,丹东市兄弟建材有限公司,firm,4,19
丹东,丹东市承天新能源开发有限公司,firm,4,20
丽水,蓝子花,likely_individual,20,1
丽水,赵赐安,likely_individual,15,2
丽水,浙江凯恩特种材料股份有限公司,firm,7,3
丽水,丽水市优耐克水性树脂科技有限公司,firm,6,4
丽水,浙江池禾化工有限公司,firm,5,5
丽水,浙江立丰机械零部件有限公司,firm,5,6
丽水,丽水市红点创意产品设计有限责任公司,firm,4,7
丽水,叶有奇,likely_individual,4,8
丽水,叶礼奎,likely_individual,4,9
丽水,徐财泉,likely_individual,4,10
丽水,林素伟,likely_individual,4,11
丽水,浙江博威汽车空调有限公司,firm,4,12
丽水,浙江富来森竹炭有限公司,firm,4,13
丽水,浙江省缙云县三鼎实业有限公司,firm,4,14
丽水,浙江青风制冷设备制造有限公司,firm,4,15
丽水,阮红菊,likely_individual,4,16
丽水,丽水市路通机械铸造厂,firm,3,17
丽水,丽水职业技术学院,university_or_college,3,18
丽水,叶竹勤,likely_individual,3,19
丽水,叶高,likely_individual,3,20
丽江,云南省农业科学院高山经济植物研究所,research_institute,16,1
丽江,丽江得一食品有限责任公司,firm,7,2
丽江,张云鹏,likely_individual,5,3
丽江,丽江先锋食品开发有限公司,firm,4,4
丽江,宁蒗女儿珍生物工程有限公司,firm,4,5
丽江,丽江华利生物开发药业有限公司,firm,3,6
丽江,丽江印象花卉产业有限责任公司,firm,2,7
丽江,丽江市农业科学研究所,research_institute,2,8
丽江,丽江程海保尔生物开发有限公司,firm,2,9
丽江,冯磊,likely_individual,2,10
丽江,华坪县华农科技开发有限责任公司,firm,2,11
丽江,芮茂能,likely_individual,2,12
丽江,丽江中源绿色食品有限公司,firm,1,13
丽江,丽江伯符农业科技发展有限公司,firm,1,14
丽江,丽江华利生物开发有限责任公司,firm,1,15
丽江,丽江坤源食品有限公司,firm,1,16
丽江,云南丽江机床有限公司,firm,1,17
丽江,张永祥,likely_individual,1,18
丽江,李玺磊,likely_individual,1,19
丽江,杨创新,likely_individual,1,20
乌兰察布,乌兰察布新奥气化采煤技术有限公司,firm,8,1
乌兰察布,关慧明,likely_individual,3,2
乌兰察布,任国华,likely_individual,2,3
乌兰察布,刘广,likely_individual,2,4
乌兰察布,丁保生,likely_individual,1,5
乌兰察布,乌兰察布市集宁区和氏马铃薯食品有限公司,firm,1,6
乌兰察布,于彤,likely_individual,1,7
乌兰察布,兴和兴永碳素有限公司,firm,1,8
乌兰察布,内蒙古万豪氟化工有限公司,firm,1,9
乌兰察布,内蒙古易通新能源有限责任公司,firm,1,10
乌兰察布,内蒙古爱立特纺织有限公司,firm,1,11
乌兰察布,内蒙古超牌高岭土有限公司,firm,1,12
乌兰察布,孟庆良,likely_individual,1,13
乌兰察布,富广食品集团有限公司,firm,1,14
乌兰察布,岳文,likely_individual,1,15
乌兰察布,张俊,likely_individual,1,16
乌兰察布,杨太平,likely_individual,1,17
乌兰察布,杨守田,likely_individual,1,18
乌兰察布,杨树仁,likely_individual,1,19
乌兰察布,杨泽,likely_individual,1,20
乌海,康仁,likely_individual,7,1
乌海,乌海市巨能环保科技开发有限公司,firm,2,2
乌海,乌海市西水水泥有限责任公司,firm,2,3
乌海,张德君,likely_individual,2,4
乌海,乌海市三林良种林果苗木开发有限责任公司,firm,1,5
乌海,乌海市盛远塑胶有限责任公司,firm,1,6
乌海,内蒙古五湖泵业有限公司,firm,1,7
乌海,内蒙古北方保安民爆器材有限公司,firm,1,8
乌海,内蒙古君正化工有限责任公司,firm,1,9
乌海,内蒙古师范大学,university_or_college,1,10
乌海,内蒙古汉森酒业集团有限公司,firm,1,11
乌海,内蒙古西水创业股份有限公司,firm,1,12
乌海,刘国钧,likely_individual,1,13
乌海,卢云山,likely_individual,1,14
乌海,孙志成,likely_individual,1,15
乌海,宋银忠,likely_individual,1,16
乌海,李哲,likely_individual,1,17
乌海,杜学文,likely_individual,1,18
乌海,王万明,likely_individual,1,19
乌海,王晓平,likely_individual,1,20
乌鲁木齐,新疆大学,university_or_college,112,1
乌鲁木齐,中国科学院新疆理化技术研究所,research_institute,104,2
乌鲁木齐,中国科学院新疆生态与地理研究所,research_institute,58,3
乌鲁木齐,新疆农业大学,university_or_college,50,4
乌鲁木齐,宝钢集团新疆八一钢铁有限公司,firm,39,5
乌鲁木齐,新疆德蓝股份有限公司,firm,23,6
乌鲁木齐,新疆医科大学,university_or_college,22,7
乌鲁木齐,新疆农业科学院微生物应用研究所,research_institute,21,8
乌鲁木齐,新疆维吾尔自治区药物研究所,research_institute,17,9
乌鲁木齐,新疆金风科技股份有限公司,firm,13,10
乌鲁木齐,新疆农业科学院农业机械化研究所,research_institute,11,11
乌鲁木齐,新疆出入境检验检疫局检验检疫技术中心,other_org_or_unclear,11,12
乌鲁木齐,乌鲁木齐现代石油化工有限公司,firm,9,13
乌鲁木齐,于向阳,likely_individual,9,14
乌鲁木齐,新疆众和股份有限公司,firm,9,15
乌鲁木齐,新疆维吾尔自治区畜牧科学院中国澳大利亚绵羊育种研究中心,research_institute,9,16
乌鲁木齐,新疆天地集团有限公司,firm,8,17
乌鲁木齐,新疆维吾尔自治区中药民族药研究所,research_institute,8,18
乌鲁木齐,于瑞德,likely_individual,7,19
乌鲁木齐,周永清,likely_individual,7,20
乐东黎族自治县,邢睿,likely_individual,1,1
乐山,四川东风电机厂有限公司,firm,18,1
乐山,乐山乐电天威硅业科技有限责任公司,firm,13,2
乐山,乐山师范学院,university_or_college,11,3
乐山,四川省乐山市福华通达农药科技有限公司,firm,11,4
乐山,刘吉彬,likely_individual,7,5
乐山,四川嘉华企业(集团)股份有限公司,firm,6,6
乐山,四川明星电缆股份有限公司,firm,6,7
乐山,四川永祥多晶硅有限公司,firm,6,8
乐山,四川省富侨工业有限公司,firm,5,9
乐山,彭树林,likely_individual,5,10
乐山,四川平安都市通讯科技有限公司,firm,4,11
乐山,乐山华发电子科技股份有限公司,firm,3,12
乐山,乐山晟嘉电气有限公司,firm,3,13
乐山,李晓文,likely_individual,3,14
乐山,魏川人,likely_individual,3,15
乐山,乐山市五通桥百泰机电厂,firm,2,16
乐山,乐山永祥硅业有限公司,firm,2,17
乐山,伍杰,likely_individual,2,18
乐山,刘军华,likely_individual,2,19
乐山,周川,likely_individual,2,20
九江,九江学院,university_or_college,20,1
九江,蓝星化工新材料股份有限公司江西星火有机硅厂,firm,13,2
九江,中铁四局集团第五工程有限公司,firm,12,3
九江,中铁大桥局集团第五工程有限公司,firm,12,4
九江,江西九江供电公司,firm,7,5
九江,吴鹏,likely_individual,6,6
九江,孙炜,likely_individual,6,7
九江,魏琳郎,likely_individual,6,8
九江,江西旭阳雷迪高科技股份有限公司,firm,5,9
九江,九江精密测试技术研究所,research_institute,4,10
九江,奥盛(九江)钢线钢缆有限公司,firm,4,11
九江,江西生成卫生用品有限公司,firm,4,12
九江,九江中弘电子科技有限公司,firm,3,13
九江,九江力山环保科技有限公司,firm,3,14
九江,劳林安,likely_individual,3,15
九江,曹治建,likely_individual,3,16
九江,欧阳贵林,likely_individual,3,17
九江,江西修水湘赣有色金属有限公司,firm,3,18
九江,江西省棉花研究所,research_institute,3,19
九江,王一田,likely_individual,3,20
云浮,黄金平,likely_individual,7,1
云浮,广东温氏食品集团有限公司,firm,5,2
云浮,邓桂成,likely_individual,5,3
云浮,广东大华农动物保健品股份有限公司,firm,4,4
云浮,邓仕林,likely_individual,4,5
云浮,冼剑光,likely_individual,3,6
云浮,姚凌,likely_individual,3,7
云浮,广东凌丰集团有限公司,firm,2,8
云浮,广东凌丰集团股份有限公司,firm,2,9
云浮,张乃银,likely_individual,2,10
云浮,欧淼森,likely_individual,2,11
云浮,陈伙荣,likely_individual,2,12
云浮,陈喆,likely_individual,2,13
云浮,严巧整,likely_individual,1,14
云浮,中材天山(云浮)水泥有限公司,firm,1,15
云浮,云浮华南酒庄酒业有限公司,firm,1,16
云浮,云浮市九方农业科技发展有限公司,firm,1,17
云浮,云浮市云城区创利达石材厂,firm,1,18
云浮,云浮市亚洲石材机械有限公司,firm,1,19
云浮,云浮长佳数字科技有限公司,firm,1,20
五指山,占达东,likely_individual,2,1
五指山,海南制药厂有限公司,firm,2,2
五指山,冯晋臣,likely_individual,1,3
五指山,白燕,likely_individual,1,4
亳州,陈富中,likely_individual,25,1
亳州,张春平,likely_individual,19,2
亳州,张守力,likely_individual,11,3
亳州,北京同仁堂(亳州)饮片有限责任公司,firm,9,4
亳州,李宏良,likely_individual,9,5
亳州,安徽沪谯中药科技有限公司,firm,6,6
亳州,安徽济人药业有限公司,firm,5,7
亳州,王干,likely_individual,5,8
亳州,安徽方敏医药有限公司,firm,4,9
亳州,张誉耀,likely_individual,4,10
亳州,王晓光,likely_individual,4,11
亳州,亳州市亳广中药饮片有限公司,firm,3,12
亳州,安徽海鑫中药饮片有限公司,firm,3,13
亳州,宋华民,likely_individual,3,14
亳州,李怀良,likely_individual,3,15
亳州,李晓根,likely_individual,3,16
亳州,齐运生,likely_individual,3,17
亳州,亳州市正和铝业有限公司,firm,2,18
亳州,刘云飞,likely_individual,2,19
亳州,卜新意,likely_individual,2,20
仙桃,瑞阳汽车零部件(仙桃)有限公司,firm,17,1
仙桃,仙桃市魏氏生物工程有限责任公司,firm,8,2
仙桃,湖北猴王焊材有限公司,firm,8,3
仙桃,湖北仙隆化工股份有限公司,firm,6,4
仙桃,仙桃市中星电子材料有限公司,firm,5,5
仙桃,仙桃市格瑞化学工业有限公司,firm,4,6
仙桃,湖北新蓝天新材料股份有限公司,firm,4,7
仙桃,湖北天轮机械有限公司,firm,3,8
仙桃,湖北慧狮塑业股份有限公司,firm,3,9
仙桃,湖北蓝科光电有限公司,firm,3,10
仙桃,仙桃市中楚化工有限责任公司,firm,2,11
仙桃,仙桃市展朋新材料有限公司,firm,2,12
仙桃,仙桃市蓝天化工有限责任公司,firm,2,13
仙桃,沙本红,likely_individual,2,14
仙桃,湖北包旺包装材料有限公司,firm,2,15
仙桃,胡志伟,likely_individual,2,16
仙桃,许高峰,likely_individual,2,17
仙桃,邹崇毓,likely_individual,2,18
仙桃,亚通塑胶(湖北)有限公司,firm,1,19
仙桃,仙桃市先达铸造有限公司,firm,1,20
伊春,胡保军,likely_individual,6,1
伊春,张广,likely_individual,5,2
伊春,王冰雪,likely_individual,4,3
伊春,王国红,likely_individual,4,4
伊春,张凤春,likely_individual,3,5
伊春,刘志新,likely_individual,2,6
伊春,吴坤,likely_individual,2,7
伊春,曲元翠,likely_individual,2,8
伊春,朱振华,likely_individual,2,9
伊春,李德坤,likely_individual,2,10
伊春,王晓辉,likely_individual,2,11
伊春,隋进清,likely_individual,2,12
伊春,黑龙江带岭科技开发有限公司,firm,2,13
伊春,候俊臣,likely_individual,1,14
伊春,刘志民,likely_individual,1,15
伊春,刘文忠,likely_individual,1,16
伊春,刘玉树,likely_individual,1,17
伊春,周一臣,likely_individual,1,18
伊春,姚鱼海,likely_individual,1,19
伊春,寇振荣,likely_individual,1,20
伊犁哈萨克自治州,赵东波,likely_individual,4,1
伊犁哈萨克自治州,杨进先,likely_individual,3,2
伊犁哈萨克自治州,吴金有,likely_individual,2,3
伊犁哈萨克自治州,新疆蓝山屯河新材料有限公司,firm,2,4
伊犁哈萨克自治州,王元昊,likely_individual,2,5
伊犁哈萨克自治州,王宏林,likely_individual,2,6
伊犁哈萨克自治州,薛万里,likely_individual,2,7
伊犁哈萨克自治州,伊犁肖尔布拉克酒业有限责任公司,firm,1,8
伊犁哈萨克自治州,伍青春,likely_individual,1,9
伊犁哈萨克自治州,华提江加合甫拜,other_org_or_unclear,1,10
伊犁哈萨克自治州,哈里旦吐尔逊,other_org_or_unclear,1,11
伊犁哈萨克自治州,奎屯达亿石油化工科技有限公司,firm,1,12
伊犁哈萨克自治州,姑丽苏木努尔拜西,other_org_or_unclear,1,13
伊犁哈萨克自治州,安琪酵母(伊犁)有限公司,firm,1,14
伊犁哈萨克自治州,宋光宇,likely_individual,1,15
伊犁哈萨克自治州,廖运燕,likely_individual,1,16
伊犁哈萨克自治州,张志远,likely_individual,1,17
伊犁哈萨克自治州,张明江,likely_individual,1,18
伊犁哈萨克自治州,张春敏,likely_individual,1,19
伊犁哈萨克自治州,张省生,other_org_or_unclear,1,20
佛山,佛山市顺德区顺达电脑厂有限公司,firm,275,1
佛山,美的集团有限公司,firm,269,2
佛山,广东美的电器股份有限公司,firm,181,3
佛山,广东新宝电器股份有限公司,firm,151,4
佛山,佛山市顺德区汉达精密电子科技有限公司,firm,122,5
佛山,广东联塑科技实业有限公司,firm,109,6
佛山,李贵祥,likely_individual,82,7
佛山,广东格兰仕集团有限公司,firm,75,8
佛山,海信科龙电器股份有限公司,firm,72,9
佛山,广东美芝制冷设备有限公司,firm,71,10
佛山,佛山普立华科技有限公司,firm,69,11
佛山,广东志高空调有限公司,firm,67,12
佛山,佛山市海天调味食品有限公司,firm,42,13
佛山,伍志勇,likely_individual,39,14
佛山,广东中显科技有限公司,firm,39,15
佛山,广东松下环境系统有限公司,firm,37,16
佛山,冼泰来,likely_individual,31,17
佛山,黎秋萍,likely_individual,31,18
佛山,广东科达机电股份有限公司,firm,30,19
佛山,韩燕,likely_individual,30,20
佳木斯,佳木斯大学,university_or_college,23,1
佳木斯,姚福才,likely_individual,9,2
佳木斯,刘永明,likely_individual,7,3
佳木斯,宋亚力,likely_individual,5,4
佳木斯,黑龙江龙煤卓异救援装备科技有限公司,firm,5,5
佳木斯,佳木斯三和亚麻纺织有限责任公司,firm,4,6
佳木斯,钦焕宇,likely_individual,3,7
佳木斯,黑龙江沃尔德电缆有限公司,firm,3,8
佳木斯,黑龙江迪尔制药机械有限责任公司,firm,3,9
佳木斯,佳木斯电业局,other_org_or_unclear,2,10
佳木斯,杜臣,likely_individual,2,11
佳木斯,胡明,likely_individual,2,12
佳木斯,谢丁佳,likely_individual,2,13
佳木斯,陈玉良,likely_individual,2,14
佳木斯,陈金旭,likely_individual,2,15
佳木斯,黄晓东,likely_individual,2,16
佳木斯,于敏,likely_individual,1,17
佳木斯,于莲,likely_individual,1,18
佳木斯,代瑞华,likely_individual,1,19
佳木斯,佳木斯三江水飞蓟素制品有限公司,firm,1,20
保定,河北农业大学,university_or_college,127,1
保定,保定天威集团有限公司,firm,104,2
保定,华北电力大学(保定),university_or_college,104,3
保定,河北大学,university_or_college,66,4
